id,female,black,latin,white,employed,wage,collgrad,age,parent_college,numkids,efc
6983,0,0,1,0,0,NA,0,37,1,0,0
6984,0,0,1,0,0,12.5,0,36,0,0,0
6985,1,0,1,0,0,NA,0,34,1,1,0
6987,1,1,0,0,1,9.75,0,37,0,1,0
6988,0,0,1,0,1,100,1,36,0,0,0
6989,1,1,0,0,1,16.5,0,36,0,4,0
6990,0,1,0,0,0,13.5,0,35,0,0,0
6991,1,1,0,0,0,NA,0,33,0,0,0
6994,0,0,1,0,0,15,0,34,0,1,0
6996,1,0,1,0,0,9.5,0,35,0,2,1.59795
6998,1,0,1,0,1,32.21,1,34,0,0,1.59795
7002,0,1,0,0,0,NA,0,33,1,0,17.658990000000003
7003,1,1,0,0,1,19.72,1,33,0,0,0
7005,0,1,0,0,0,NA,0,34,1,2,0
7006,1,1,0,0,0,11,0,37,0,4,1.4304059999999998
7008,0,0,1,0,1,11.34,0,35,0,3,0
7010,1,0,1,0,1,19.8,0,37,0,1,0
7012,1,0,1,0,1,25,1,36,0,0,2.1625199999999998
7013,1,1,0,0,1,24.29,1,35,0,0,0
7014,1,1,0,0,0,8.25,0,37,0,1,0
7015,0,1,0,0,0,NA,0,34,0,2,1.924498
7016,0,0,1,0,0,23.2,0,36,0,3,0
7017,1,1,0,0,1,13.1,1,36,0,0,11.669459999999999
7020,0,1,0,0,0,NA,0,37,0,0,2.550034
7021,1,1,0,0,1,30.56,1,37,0,3,0.4340425
7024,1,1,0,0,0,NA,0,36,0,2,0
7026,1,1,0,0,1,76.41,1,35,0,2,0
7030,0,1,0,0,0,NA,0,36,0,3,0
7037,1,1,0,0,1,18.57,1,37,0,0,1.20795
7038,1,1,0,0,1,29.12,1,34,0,0,1.20795
7039,0,1,0,0,1,10,0,34,0,0,0
7042,1,1,0,0,0,NA,0,36,0,1,0
7045,0,1,0,0,1,15,0,35,0,0,0
7046,0,1,0,0,1,13,0,35,1,0,0
7047,0,1,0,0,1,10,0,35,0,0,0
7048,1,1,0,0,0,18.75,1,37,0,2,2.87762
7051,0,1,0,0,0,NA,0,37,1,0,0
7053,1,1,0,0,1,41.83,1,36,0,0,8.576941999999999
7057,1,1,0,0,1,19.23,1,37,0,2,0
7058,1,0,1,0,1,11.63,0,36,0,1,0
7059,1,1,0,0,1,18.43,0,34,0,0,0
7064,1,0,1,0,0,11.54,1,36,0,1,4.274349
7065,0,1,0,0,1,17.64,0,35,0,0,0
7066,1,1,0,0,0,NA,0,37,0,2,0
7067,0,1,0,0,0,NA,0,36,0,0,0.8807381000000001
7068,0,1,0,0,0,NA,0,36,0,0,0
7069,1,0,1,0,1,40.87,1,36,1,1,0
7070,1,1,0,0,1,21.63,0,34,1,2,0.3966227
7071,0,1,0,0,0,15,0,36,0,2,0
7072,1,0,1,0,1,15.12,0,35,0,2,0
7073,1,0,1,0,1,19.23,1,35,0,3,0
7075,1,0,1,0,0,NA,0,34,0,3,0
7076,0,0,1,0,1,43.65,1,37,0,0,0
7078,0,0,1,0,0,NA,0,34,0,5,0
7080,0,0,1,0,1,61.58,1,36,0,2,0
7081,1,0,1,0,0,24,1,36,0,0,0
7082,1,0,1,0,1,38.46,1,37,0,0,0
7083,1,0,1,0,1,86.15,1,35,0,0,0
7087,0,0,1,0,1,13.5,0,36,0,0,0
7090,1,1,0,0,1,14.75,0,35,0,1,0
7091,1,1,0,0,1,17,0,33,0,4,0
7092,0,1,0,0,1,16,0,33,0,3,0
7093,0,1,0,0,1,16.68,0,33,0,0,36.57891
7094,1,1,0,0,1,9.65,0,37,0,2,0
7096,1,1,0,0,1,15,1,34,1,0,27.18321
7098,1,1,0,0,1,13.08,1,36,1,1,7.846832999999999
7101,0,1,0,0,1,16.1,0,35,0,1,2.8187130000000002
7102,0,0,1,0,1,32.5,1,34,0,0,0
7103,0,0,1,0,1,10.41,0,35,0,0,0
7104,0,1,0,0,1,18,0,37,0,1,0.5864147000000001
7105,1,1,0,0,0,25.2,1,33,0,3,0.5864147000000001
7106,1,1,0,0,1,17.5,0,37,0,4,0
7108,0,1,0,0,1,28.46,0,34,1,0,0
7109,0,1,0,0,1,20,0,37,0,0,0
7110,1,1,0,0,1,26.44,0,35,0,2,0
7111,1,1,0,0,1,13.5,1,36,0,1,0
7113,0,1,0,0,1,15.46,0,33,0,0,0
7114,0,1,0,0,1,11,0,35,0,0,0
7115,0,1,0,0,1,23.5,0,34,0,1,0
7117,1,1,0,0,1,10,0,33,1,1,3.107261
7118,1,1,0,0,1,12.01,0,34,1,0,4.425325
7120,1,1,0,0,1,27.88,0,34,0,3,0
7121,1,1,0,0,1,17.9,0,37,0,1,1.186366
7123,1,0,1,0,0,20,0,33,0,2,0
7125,1,1,0,0,1,27.94,0,36,0,1,0
7129,0,0,1,0,0,12.54,0,33,0,1,0
7130,0,0,1,0,1,53.42,0,37,0,5,0.6040653
7131,0,0,1,0,1,18.15,0,37,0,1,0
7132,1,0,1,0,1,23.26,1,36,1,1,0.5449118999999999
7133,1,0,1,0,0,NA,0,35,0,5,0
7134,0,0,1,0,1,20.87,1,36,0,0,0.6331322
7135,0,0,1,0,1,14.25,0,35,0,0,2.210319
7136,1,0,1,0,1,13.95,0,37,0,2,0
7137,1,0,1,0,1,9,0,34,0,3,0
7139,1,0,1,0,1,14,0,36,0,2,0
7140,1,0,1,0,1,13,0,34,0,4,0
7142,1,0,1,0,1,14,0,33,0,2,0
7144,1,0,1,0,0,NA,1,34,0,1,0.5086169
7145,1,0,1,0,0,14.01,0,35,0,3,0
7146,0,0,1,0,1,21.09,0,34,0,0,0
7147,1,0,1,0,1,18.75,0,37,0,4,0
7150,0,0,1,0,0,NA,0,35,0,0,0
7151,1,0,1,0,1,16.67,0,34,0,0,0.02185906
7152,1,0,1,0,1,12.45,0,37,0,0,0
7153,0,0,1,0,1,34.8,1,36,0,0,0
7154,1,0,1,0,0,NA,0,36,0,1,0
7155,0,0,1,0,1,62.5,0,37,0,0,0
7156,0,1,0,0,1,19.5,0,36,1,0,1.555298
7157,0,1,0,0,1,15.27,0,33,1,0,1.555298
7158,1,0,1,0,1,10,1,36,0,0,2.6110189999999998
7160,0,0,1,0,1,21.8,0,36,0,2,0
7161,1,0,1,0,1,19.17,0,36,0,0,7.862287
7162,1,0,1,0,1,19.53,0,36,0,0,18.326340000000002
7163,0,0,1,0,0,NA,1,34,0,0,18.2123
7164,1,0,1,0,1,33.65,0,35,1,0,4.246774
7166,1,0,1,0,1,27.88,1,33,1,0,9.966385
7167,0,0,1,0,1,10,0,37,0,0,5.4990630000000005
7168,0,0,1,0,1,32.18,0,37,0,2,0
7169,1,0,1,0,1,11.25,0,34,0,2,0
7170,0,0,1,0,1,20.5,1,37,1,2,8.493129999999999
7171,0,0,1,0,1,59.52,1,35,1,2,8.493129999999999
7173,1,0,1,0,1,29.91,0,37,0,3,0
7174,0,0,1,0,1,20.78,1,33,0,0,0
7177,1,0,1,0,1,38.46,1,35,0,0,0.24184119999999998
7178,1,0,1,0,0,8.75,0,33,0,2,0
7179,0,0,1,0,1,52.5,0,36,0,0,0
7180,1,1,0,0,0,NA,1,37,0,0,6.452825
7181,0,1,0,0,1,39.51,1,35,0,3,6.452825
7182,1,1,0,0,1,30,1,37,0,1,0
7183,1,1,0,0,1,24.23,1,35,1,0,20.02157
7186,0,1,0,0,1,12,1,36,1,1,36.491440000000004
7187,1,0,1,0,1,20.51,1,37,1,0,32.11332
7188,1,1,0,0,1,11,0,37,0,2,10.791739999999999
7190,0,0,1,0,1,16.25,1,37,0,2,0
7191,0,0,1,0,1,23,0,37,0,2,0
7192,1,0,1,0,1,59.24,0,37,0,1,0
7193,0,0,1,0,0,NA,1,37,1,0,69.56873
7194,1,0,1,0,1,21.25,1,36,0,2,0
7195,0,0,1,0,1,22.5,0,34,0,1,0
7196,0,0,1,0,1,27.97,1,37,1,2,0.6862531000000001
7197,0,0,1,0,1,11.1,1,36,1,0,0.6862531000000001
7198,1,0,1,0,1,36.06,1,35,1,1,0.6862531000000001
7199,1,0,1,0,1,20.35,1,33,1,2,0.6862531000000001
7200,1,0,1,0,1,32.91,1,36,0,2,2.1625199999999998
7202,0,0,1,0,0,13.5,0,34,0,0,0
7203,0,0,1,0,0,NA,0,33,0,0,0
7205,0,0,1,0,1,13,1,35,0,0,2.434218
7207,0,0,1,0,1,12.5,1,36,0,0,0
7208,1,0,1,0,0,NA,0,35,1,1,0
7209,0,0,1,0,1,22.65,0,33,0,2,0
7210,0,0,1,0,1,20.83,1,35,0,2,0
7212,0,0,1,0,1,27.5,0,34,0,0,0
7214,0,0,1,0,0,120,0,33,0,0,0
7215,1,1,0,0,1,16,0,34,0,0,3.195363
7216,0,1,0,0,1,17.6,0,34,0,0,0
7217,1,1,0,0,1,31.2,1,36,0,0,0
7218,1,1,0,0,0,NA,0,37,0,0,0.09708234
7219,0,1,0,0,1,9.75,0,37,0,0,0.09708234
7220,0,0,1,0,1,10,0,34,0,4,2.014247
7221,0,1,0,0,1,20.67,1,34,0,2,4.743411
7224,0,1,0,0,1,12.64,0,36,0,2,15.5387
7225,0,0,1,0,1,45.79,1,37,1,3,5.245857
7226,1,0,1,0,1,17.96,1,33,1,1,5.245857
7228,0,0,1,0,1,13.46,0,35,0,0,0
7229,0,0,1,0,1,9,0,34,0,1,0
7230,1,1,0,0,0,NA,0,37,0,0,0
7231,0,1,0,0,0,NA,0,37,0,0,0
7232,1,1,0,0,1,9.18,0,36,0,4,0
7233,0,1,0,0,1,100.63,0,35,0,2,0
7235,1,1,0,0,1,15.41,0,33,0,3,0
7239,0,0,1,0,0,NA,0,36,0,0,0
7240,1,0,1,0,1,16.62,0,37,0,3,0
7241,1,0,1,0,1,19.23,0,34,0,5,0
7242,0,0,1,0,1,68.68,0,36,0,1,0
7245,0,1,0,0,1,15,0,37,0,1,1.048155
7246,0,1,0,0,1,19.8,0,36,0,2,1.048155
7247,0,1,0,0,0,NA,0,33,0,0,1.048155
7251,0,1,0,0,1,35.32,0,36,0,4,0.2774218
7252,0,1,0,0,1,9.5,0,33,0,0,0
7253,0,1,0,0,1,11.5,0,34,0,1,0
7257,0,1,0,0,1,51.44,1,36,1,1,19.936889999999998
7259,0,1,0,0,1,15,0,35,0,2,0
7260,0,0,1,0,1,28.6,0,37,0,0,6.860733
7262,1,0,1,0,1,13.6,0,33,0,1,3.463605
7263,1,1,0,0,1,9.5,0,37,0,4,0
7264,1,1,0,0,1,9.25,0,36,0,0,0
7265,0,1,0,0,1,16.77,0,35,0,0,0
7266,0,1,0,0,1,13.78,0,34,0,1,0
7268,1,1,0,0,1,8.3,0,35,1,1,0
7269,1,1,0,0,1,10,0,34,1,2,0
7270,1,1,0,0,0,10,1,34,1,2,1.582682
7271,0,1,0,0,1,8.35,0,33,0,0,0
7272,0,1,0,0,0,NA,0,34,0,0,2.550034
7273,1,1,0,0,1,8,0,36,0,1,0
7274,0,1,0,0,1,12.46,0,35,0,0,0
7275,1,1,0,0,1,10,0,33,0,2,0
7276,0,1,0,0,1,12.04,0,35,0,0,0.3122527
7277,0,1,0,0,1,10,0,34,0,4,0.3122527
7278,0,1,0,0,1,12,0,34,0,0,1.039529
7280,0,1,0,0,0,NA,0,35,0,0,0
7281,1,1,0,0,1,18.71,1,33,0,1,0
7282,0,1,0,0,0,NA,0,36,0,3,0
7283,0,1,0,0,1,11,0,36,0,0,0
7284,1,0,1,0,1,13.5,0,37,1,1,5.65965
7286,1,1,0,0,1,24.04,1,34,0,2,0.11984
7287,0,1,0,0,0,14,0,36,0,1,5.015893
7288,0,1,0,0,0,9,0,33,0,3,5.015893
7289,0,1,0,0,1,38.74,0,35,0,0,2.735763
7290,0,1,0,0,0,16,1,35,1,0,1.302739
7291,1,1,0,0,1,21.06,1,36,0,1,12.91379
7292,0,1,0,0,1,11.06,1,36,0,0,20.256349999999998
7293,1,1,0,0,1,23.56,1,36,1,0,7.410422
7294,1,1,0,0,1,22,1,33,1,1,7.410422
7296,1,1,0,0,1,26.28,1,35,0,0,19.16328
7298,0,1,0,0,0,NA,0,35,0,0,0
7300,0,1,0,0,0,9.21,0,35,0,0,0
7301,1,1,0,0,1,25.48,0,37,0,1,0
7302,1,1,0,0,1,9.75,0,33,0,0,0
7303,1,1,0,0,1,17.06,1,36,0,1,0.1730163
7306,1,1,0,0,1,17.26,1,35,1,0,4.548014
7307,0,1,0,0,0,NA,0,35,0,0,0
7310,0,1,0,0,0,NA,0,37,0,0,0
7311,0,1,0,0,0,9,0,36,0,0,0.135015
7312,0,1,0,0,1,24,0,33,0,0,0.135015
7313,1,1,0,0,1,18.27,1,37,0,1,0.3742602
7314,0,1,0,0,1,26.25,0,33,0,3,0.3742602
7315,0,1,0,0,1,10,0,36,0,1,0
7316,0,1,0,0,0,NA,0,34,0,0,0
7317,1,1,0,0,0,NA,0,33,0,0,0
7318,1,1,0,0,1,10.87,0,37,0,3,0
7320,0,1,0,0,0,NA,0,36,0,0,0
7321,1,1,0,0,0,9,0,34,1,2,0
7324,1,1,0,0,1,27.89,1,36,1,2,31.79548
7325,0,1,0,0,0,16.9,1,33,0,0,1.591464
7327,1,1,0,0,1,8,0,33,0,5,0
7328,1,1,0,0,1,8,0,36,0,4,0.023814250000000002
7329,1,1,0,0,0,NA,0,33,0,3,0.023814250000000002
7330,1,1,0,0,0,NA,1,35,0,0,0
7331,0,1,0,0,1,19,0,34,0,3,0.0123065
7335,0,1,0,0,1,17.4,0,35,0,0,0.7250395999999999
7336,0,1,0,0,1,18,1,34,0,0,0.7250395999999999
7337,0,1,0,0,1,17.31,0,33,0,0,0
7338,0,1,0,0,0,NA,0,35,0,2,0
7339,0,0,1,0,1,16.79,0,36,0,0,2.355669
7340,1,0,1,0,0,26.25,0,36,0,2,0
7341,1,0,1,0,1,11.5,0,33,0,0,0
7342,0,1,0,0,0,NA,0,35,0,0,0.8999397
7343,0,0,1,0,1,17,0,34,0,2,0.6561403
7344,1,0,1,0,1,13,0,33,0,1,0.6561403
7345,0,1,0,0,1,20.41,0,35,0,2,0
7347,0,0,1,0,1,35.38,0,35,0,0,0
7348,1,0,1,0,0,NA,1,35,0,2,15.96169
7349,0,0,1,0,1,14.86,0,37,0,3,1.426146
7350,0,0,1,0,1,22,0,36,0,1,1.426146
7351,1,0,1,0,1,18.9,1,33,0,0,1.426146
7352,0,1,0,0,1,25.19,0,34,0,1,0
7354,0,0,1,0,0,16,0,37,0,0,0
7356,0,0,1,0,1,15.34,1,35,0,0,0
7357,1,0,1,0,1,14.46,0,36,0,1,1.019576
7358,0,0,1,0,1,11.5,0,33,0,0,0
7360,0,0,1,0,1,23.08,1,37,1,0,5.280792
7361,0,0,1,0,1,11.67,0,34,0,4,6.679149000000001
7364,0,0,1,0,1,17.54,0,35,0,3,0.9682219
7365,1,1,0,0,1,17.1,0,37,0,3,0
7366,1,1,0,0,1,19.13,1,36,0,0,0
7367,1,1,0,0,1,15.31,1,35,0,2,0
7368,1,1,0,0,1,20,0,36,0,2,0
7369,0,1,0,0,0,NA,0,36,0,1,0
7370,1,1,0,0,1,9.36,0,35,0,3,0
7371,1,1,0,0,0,12.76,0,33,0,2,0
7372,0,1,0,0,0,33.33,0,34,0,0,0
7373,1,1,0,0,1,11,1,36,0,1,0
7374,1,1,0,0,1,8.4,0,34,0,0,0
7376,0,1,0,0,0,NA,0,37,0,2,0
7377,0,1,0,0,1,10,0,36,0,4,0
7379,1,1,0,0,1,12.38,1,37,0,2,0
7380,1,1,0,0,1,15.5,0,34,0,0,0
7381,1,1,0,0,1,10.99,1,36,0,0,4.2230739999999996
7382,1,1,0,0,0,NA,0,37,0,1,0
7384,1,1,0,0,1,12.5,0,35,0,1,0
7385,1,1,0,0,1,20.19,1,37,0,1,0
7386,0,1,0,0,1,14.87,1,35,1,1,5.042097
7388,1,1,0,0,0,16.45,1,33,1,1,8.044735
7389,0,1,0,0,1,34.88,1,34,0,0,4.776623
7391,1,1,0,0,0,NA,0,36,0,0,1.011797
7392,1,1,0,0,0,NA,1,37,1,0,16.985619999999997
7393,0,1,0,0,1,19.23,1,37,1,0,16.985619999999997
7394,0,1,0,0,1,10.5,0,34,0,0,0.7243040999999999
7395,1,1,0,0,1,46.51,1,33,1,1,0
7396,0,1,0,0,1,8,1,35,0,0,0
7397,0,1,0,0,0,NA,0,33,0,1,0
7398,0,1,0,0,0,NA,0,33,0,0,0
7399,1,1,0,0,1,9.54,0,36,0,3,0
7400,1,1,0,0,1,9,0,35,0,0,0
7401,1,1,0,0,1,12,0,33,0,1,13.302520000000001
7402,0,1,0,0,1,21,1,37,0,0,0.7534983999999999
7403,0,1,0,0,1,17.67,0,33,0,0,0.7534983999999999
7405,0,1,0,0,0,15.33,0,37,0,0,0
7406,1,1,0,0,0,14,0,36,0,2,0
7407,1,1,0,0,0,12.5,0,33,0,2,0
7408,1,0,1,0,0,NA,0,35,0,6,1.177298
7409,1,1,0,0,1,12,0,35,0,3,0
7410,1,1,0,0,0,NA,0,33,0,0,0
7411,1,1,0,0,0,NA,0,33,0,3,0
7412,0,1,0,0,1,20.5,0,34,1,2,17.731630000000003
7413,0,0,1,0,1,27.63,0,37,0,1,0.47114
7417,0,0,1,0,1,22,0,34,0,1,10.363280000000001
7418,0,1,0,0,1,32.19,0,37,0,0,4.602024999999999
7419,1,1,0,0,1,22,0,35,1,2,0
7420,1,1,0,0,1,52.45,1,36,0,2,15.00733
7422,1,0,1,0,0,NA,0,35,0,4,4.905549
7424,0,0,1,0,1,22.33,0,37,0,1,5.561536
7425,0,0,1,0,0,NA,0,33,0,0,0
7427,0,0,1,0,1,19,0,35,0,2,6.40943
7429,1,0,1,0,1,20.84,0,33,0,0,2.687201
7431,0,0,1,0,1,62.16,1,35,1,1,9.265271
7432,1,0,1,0,0,NA,1,34,1,1,1.517711
7434,1,0,1,0,1,10,0,37,0,2,3.490085
7435,0,0,1,0,1,35.55,0,34,0,0,3.490085
7438,1,0,1,0,0,25,1,37,0,1,0
7439,0,0,1,0,1,18.5,0,33,0,1,0
7440,1,0,1,0,1,23.84,0,37,0,1,0
7443,1,0,1,0,0,NA,1,34,0,1,0.072065
7444,1,0,1,0,1,22.5,0,34,0,1,0
7445,1,0,1,0,0,10,0,35,0,2,0
7446,1,0,1,0,1,22.6,0,33,0,3,0
7448,0,1,0,0,1,15,0,37,0,3,1.87118
7452,1,0,1,0,1,17,0,33,0,2,0
7453,0,0,1,0,1,13.33,0,34,0,0,0.3836825
7454,1,0,1,0,0,NA,0,36,0,4,0
7455,0,0,1,0,1,33,0,35,0,3,0
7456,1,0,1,0,1,19.2,1,35,0,0,0
7458,0,0,1,0,1,11.33,0,37,0,2,0
7460,1,0,1,0,0,NA,1,37,0,5,0
7461,0,0,1,0,1,17.5,0,37,0,1,0
7462,0,0,1,0,0,NA,0,34,0,0,0
7465,0,0,1,0,1,25.98,0,34,0,3,0.5661277
7468,1,0,1,0,1,22.74,1,34,0,2,0
7469,1,0,1,0,1,11.5,0,36,0,5,0
7471,0,0,1,0,1,34.1,0,36,0,4,0
7474,0,0,1,0,1,22,0,35,0,3,0
7476,0,0,1,0,0,NA,1,36,0,2,0
7478,1,0,1,0,1,75,0,37,0,1,0
7479,1,0,1,0,0,NA,0,35,0,3,0
7480,1,0,1,0,0,NA,0,33,0,2,0
7482,1,0,1,0,1,27.3,0,37,0,3,0
7483,0,0,1,0,1,22.52,0,35,0,0,0
7484,0,0,1,0,1,27.47,0,35,1,1,0
7486,1,0,1,0,1,19.84,0,37,0,3,0
7487,1,0,1,0,1,14.11,0,33,0,3,0
7488,0,0,1,0,1,14,0,35,0,6,0
7489,1,0,1,0,1,17,0,34,0,3,0
7491,1,0,1,0,1,26.67,1,34,0,3,4.896006000000001
7492,1,0,1,0,0,20,1,37,0,2,4.417256
7493,1,0,1,0,0,NA,0,36,0,4,0
7494,1,0,1,0,0,NA,0,33,0,3,0
7495,1,0,1,0,1,20,0,35,0,3,0
7496,1,0,1,0,1,15.41,0,37,0,4,0
7497,0,0,1,0,1,24.57,0,34,0,0,0
7498,0,0,1,0,0,67.56,0,35,0,1,0
7499,1,0,1,0,0,21.57,1,33,0,2,0
7501,1,0,1,0,1,9,0,35,0,1,0
7502,0,0,1,0,1,8.5,0,35,0,3,0
7503,0,0,1,0,1,35.57,0,33,0,0,0
7504,1,0,1,0,0,NA,1,33,0,2,0
7505,0,0,1,0,0,19.72,0,34,0,4,0.2139358
7507,0,0,1,0,1,22,0,35,0,2,1.509917
7509,1,0,1,0,0,11,0,34,0,1,1.8045429999999998
7510,0,0,1,0,1,29.7,0,34,0,1,3.201951
7511,1,0,1,0,1,26,0,35,0,2,1.009982
7512,1,0,1,0,0,NA,0,35,0,2,0
7513,1,0,1,0,1,10,0,35,0,4,0
7514,1,0,1,0,1,10.4,0,35,0,0,3.5759090000000002
7517,1,0,1,0,1,26.18,1,33,0,4,0
7518,0,0,1,0,1,16.13,0,36,0,0,0
7519,1,0,1,0,1,30,0,36,0,2,0
7520,1,0,1,0,0,32.69,1,35,0,1,0
7521,1,0,1,0,1,40,1,34,0,0,0
7522,0,0,1,0,0,NA,0,34,0,0,0.04970438
7523,0,0,1,0,0,NA,1,36,0,0,0
7526,0,0,1,0,1,24,0,35,0,4,0
7527,1,0,1,0,0,NA,0,33,0,3,0
7528,1,0,1,0,0,NA,0,37,0,4,0
7529,0,0,1,0,1,18.03,0,35,0,2,0
7530,1,0,1,0,1,20.17,0,36,0,0,0
7531,1,0,1,0,0,10,0,36,0,0,0
7532,0,0,1,0,1,29.59,0,34,0,0,0
7533,1,0,1,0,0,NA,0,36,0,2,0
7534,1,0,1,0,1,20,1,35,0,2,0
7535,1,0,1,0,0,NA,0,37,0,2,0
7536,1,0,1,0,1,19,0,36,1,1,0
7537,0,0,1,0,1,26.41,0,34,0,2,1.404717
7539,1,0,1,0,1,16.04,0,35,0,2,0.8409672
7541,1,0,1,0,0,NA,0,33,0,5,0
7543,1,0,1,0,1,35.06,1,35,0,2,0
7544,0,0,1,0,1,39.13,0,33,0,1,0
7546,1,0,1,0,1,27.8,0,34,1,2,1.437604
7547,0,0,1,0,0,NA,0,33,1,0,1.437604
7550,0,0,1,0,1,33.13,0,36,0,1,0
7554,0,0,1,0,1,35,1,36,0,3,0
7556,1,0,1,0,1,14.25,0,34,0,1,0
7557,1,0,1,0,1,15.7,0,34,0,1,0
7558,0,0,1,0,1,15.3,0,36,0,0,0
7559,1,0,1,0,1,22,0,33,0,1,0
7560,0,0,1,0,1,29,0,37,1,1,2.5892649999999997
7563,1,0,1,0,1,44.23,1,35,1,0,2.520778
7564,0,0,1,0,0,19.5,0,36,0,0,5.1058639999999995
7565,0,0,1,0,1,18.54,1,33,0,0,5.1058639999999995
7568,0,0,1,0,1,104.44,0,33,1,0,0
7569,0,1,0,0,1,64,1,35,1,2,35.23012
7570,0,0,1,0,0,NA,1,36,0,0,1.9403320000000002
7571,1,0,1,0,0,NA,0,34,0,3,0
7574,1,0,1,0,1,39.23,0,35,0,0,4.528768
7576,1,0,1,0,1,23.26,1,36,0,0,0.05183638
7577,1,0,1,0,0,NA,1,34,0,3,1.167127
7579,1,0,1,0,1,11.5,0,35,0,2,0.1604826
7581,0,0,1,0,1,31.25,0,34,0,2,0
7583,0,0,1,0,1,18.6,0,33,0,0,0
7584,1,0,1,0,1,50,1,34,0,3,0
7585,0,0,1,0,1,29.33,0,37,0,2,0
7586,1,0,1,0,0,NA,0,35,0,0,0
7591,1,0,1,0,0,NA,1,35,0,1,0
7592,1,0,1,0,1,16.07,1,33,0,0,0
7593,1,0,1,0,1,30,0,34,0,2,7.120796
7594,0,0,1,0,1,18,1,37,0,0,0.4016663
7595,0,0,1,0,1,15,1,35,0,0,0
7597,0,0,1,0,1,23,0,36,0,0,0
7598,1,0,1,0,0,13,0,34,0,2,0
7599,0,0,1,0,1,15.17,0,33,0,1,0
7600,0,0,1,0,1,12,0,33,0,1,1.993936
7602,0,0,1,0,0,13.2,0,35,0,0,0.4602484
7603,1,0,1,0,1,48,1,37,1,0,20.50682
7604,0,0,1,0,0,NA,0,36,0,0,0
7605,1,0,1,0,1,12.14,0,35,0,1,0
7607,0,0,1,0,1,19.32,0,35,0,2,1.294619
7608,1,0,1,0,1,18.6,0,36,0,1,5.79099
7609,1,0,1,0,1,10,0,33,0,1,1.0349179999999998
7611,1,0,1,0,1,18.75,0,37,0,4,0
7618,1,1,0,0,1,12,0,37,0,1,0
7619,1,1,0,0,0,NA,0,35,0,1,0
7627,0,1,0,0,1,18.5,0,35,0,2,0
7628,1,1,0,0,1,39,1,33,0,0,0
7629,0,1,0,0,1,14,0,36,0,2,0
7630,0,1,0,0,0,9,0,36,0,6,0
7631,0,1,0,0,1,15.89,0,33,0,0,1.166767
7632,1,1,0,0,1,16.67,0,35,0,1,0
7633,1,1,0,0,1,22.41,1,33,0,2,0
7634,1,0,1,0,1,38.47,0,37,1,1,0.5199729999999999
7636,1,1,0,0,1,19.25,1,34,1,1,0
7637,1,1,0,0,0,15.86,0,33,1,0,0
7641,0,1,0,0,1,28.58,1,37,1,2,1.4710150000000002
7642,0,1,0,0,0,NA,0,36,1,0,2.345501
7644,1,1,0,0,0,13.34,0,35,0,3,0
7645,0,1,0,0,1,13,0,34,0,0,12.1769
7646,1,1,0,0,1,16.4,0,34,0,3,0.7250395999999999
7647,1,1,0,0,1,14.38,0,35,0,2,0
7650,1,1,0,0,1,34,1,35,1,3,6.159553
7651,0,1,0,0,1,20.48,0,35,0,0,12.29824
7652,1,0,1,0,0,NA,0,37,0,2,7.730011
7653,1,1,0,0,0,15,0,36,0,1,8.554216
7655,1,1,0,0,0,NA,0,33,0,2,0.8119584
7656,0,1,0,0,1,33.35,0,36,0,2,2.73796
7657,1,1,0,0,0,NA,0,34,0,0,2.73796
7658,0,1,0,0,0,9.25,0,35,0,0,0
7659,1,1,0,0,1,8.5,0,37,0,5,0
7660,0,1,0,0,0,NA,0,36,0,2,1.045371
7661,0,1,0,0,0,NA,0,33,0,0,1.045371
7662,1,1,0,0,1,14.15,0,33,0,3,1.045371
7665,1,0,1,0,1,15.63,0,35,0,3,3.070381
7666,1,1,0,0,1,14.75,0,35,1,2,0.7250395999999999
7667,0,1,0,0,1,34.86,1,36,0,0,10.55701
7668,1,1,0,0,0,NA,0,33,0,3,0
7670,0,1,0,0,1,17,0,33,0,3,0
7671,1,1,0,0,1,18,0,34,0,6,0
7672,0,1,0,0,0,NA,0,33,0,2,1.345616
7673,0,1,0,0,0,NA,0,33,0,0,0
7674,0,0,1,0,1,12,0,33,0,0,0.4053912
7677,0,0,1,0,1,19.8,0,34,0,2,0
7678,0,1,0,0,0,8,0,37,0,0,0
7680,0,0,1,0,1,20.77,0,37,0,1,0
7681,1,0,1,0,0,8.15,0,37,0,0,0
7683,1,0,1,0,1,28.5,0,37,0,3,0
7684,1,1,0,0,0,NA,0,37,0,0,0
7685,1,1,0,0,1,17.5,1,37,1,2,10.91967
7686,1,1,0,0,1,40,1,34,1,0,10.91967
7689,1,1,0,0,1,26.39,1,35,0,3,0
7692,1,1,0,0,1,9,0,37,0,4,1.6181079999999999
7693,0,1,0,0,0,11.25,0,34,0,0,0
7695,1,1,0,0,1,41.34,0,34,0,1,3.676219
7696,0,1,0,0,1,16.01,1,36,0,0,0
7697,1,1,0,0,1,19.95,1,35,0,0,0
7698,1,1,0,0,1,10.8,0,37,0,1,0
7700,0,1,0,0,0,NA,0,36,0,0,0
7701,1,1,0,0,0,NA,0,34,0,0,0
7702,1,0,1,0,1,10,0,35,0,0,0
7709,1,1,0,0,0,NA,0,37,0,0,0
7710,0,1,0,0,0,NA,0,33,0,0,0
7711,1,1,0,0,1,12.2,0,36,0,3,0.14156110000000002
7712,0,1,0,0,0,NA,0,37,0,0,0
